"Special Education Expenditures, 2020-21"
"All Districts"

"District","District Code","Description","Amount"
"Cornwall School District","=""0310011""","Employee Benefits","$83,199"
"Cornwall School District","=""0310011""","Purchased Services Other Than Transportation","$14,815"
"Cornwall School District","=""0310011""","Special Education Tuition","$0"
"Cornwall School District","=""0310011""","Supplies","$3,025"
"Cornwall School District","=""0310011""","Property Services","$0"
"Cornwall School District","=""0310011""","Purchased Services For Transportation","$23,095"
"Cornwall School District","=""0310011""","Equipment","$802"
"Cornwall School District","=""0310011""","All Other Expenditures","$0"
"Cornwall School District","=""0310011""","Total","$386,386"
"Coventry School District","=""0320011""","Teacher Salaries","$1,853,114"
"Coventry School District","=""0320011""","Instructional Aide Salaries","$804,813"
"Coventry School District","=""0320011""","Other Salaries","$1,376,742"
"Coventry School District","=""0320011""","Employee Benefits","$965,776"
"Coventry School District","=""0320011""","Purchased Services Other Than Transportation","$172,987"
"Coventry School District","=""0320011""","Special Education Tuition","$1,030,979"
"Coventry School District","=""0320011""","Supplies","$24,917"
"Coventry School District","=""0320011""","Property Services","$0"
"Coventry School District","=""0320011""","Purchased Services For Transportation","$263,052"
"Coventry School District","=""0320011""","Equipment","$3,687"
"Coventry School District","=""0320011""","All Other Expenditures","$3,735"
"Coventry School District","=""0320011""","Total","$6,499,801"
"Cromwell School District","=""0330011""","Teacher Salaries","$2,186,989"
"Cromwell School District","=""0330011""","Instructional Aide Salaries","$1,007,027"
"Cromwell School District","=""0330011""","Other Salaries","$216,375"
"Cromwell School District","=""0330011""","Employee Benefits","$1,068,323"
"Cromwell School District","=""0330011""","Purchased Services Other Than Transportation","$458,005"
"Cromwell School District","=""0330011""","Special Education Tuition","$2,339,834"
"Cromwell School District","=""0330011""","Supplies","$33,873"
"Cromwell School District","=""0330011""","Property Services","$0"
"Cromwell School District","=""0330011""","Purchased Services For Transportation","$718,726"
"Cromwell School District","=""0330011""","Equipment","$3,639"
"Cromwell School District","=""0330011""","All Other Expenditures","$309"
"Cromwell School District","=""0330011""","Total","$8,033,098"
"Danbury School District","=""0340011""","Teacher Salaries","$13,288,941"
"Danbury School District","=""0340011""","Instructional Aide Salaries","$4,370,556"
"Danbury School District","=""0340011""","Other Salaries","$4,742,526"
"Danbury School District","=""0340011""","Employee Benefits","$4,399,105"
"Danbury School District","=""0340011""","Purchased Services Other Than Transportation","$836,959"
"Danbury School District","=""0340011""","Special Education Tuition","$3,226,790"
"Danbury School District","=""0340011""","Supplies","$18,425"
"Danbury School District","=""0340011""","Property Services","$77,500"
"Danbury School District","=""0340011""","Purchased Services For Transportation","$2,954,562"
"Danbury School District","=""0340011""","Equipment","$453,406"
"Danbury School District","=""0340011""","All Other Expenditures","$0"
"Danbury School District","=""0340011""","Total","$34,368,772"
"Darien School District","=""0350011""","Teacher Salaries","$6,163,105"
"Darien School District","=""0350011""","Instructional Aide Salaries","$3,940,175"
"Darien School District","=""0350011""","Other Salaries","$6,403,847"
"Darien School District","=""0350011""","Employee Benefits","$3,823,644"
"Darien School District","=""0350011""","Purchased Services Other Than Transportation","$3,811,829"
"Darien School District","=""0350011""","Special Education Tuition","$6,680,680"
"Darien School District","=""0350011""","Supplies","$151,752"
"Darien School District","=""0350011""","Property Services","$0"
"Darien School District","=""0350011""","Purchased Services For Transportation","$964,032"
"Darien School District","=""0350011""","Equipment","$29,744"
"Darien School District","=""0350011""","All Other Expenditures","$0"
"Darien School District","=""0350011""","Total","$31,968,808"
"Deep River School District","=""0360011""","Teacher Salaries","$346,211"
"Deep River School District","=""0360011""","Instructional Aide Salaries","$202,395"
"Deep River School District","=""0360011""","Other Salaries","$43,965"
"Deep River School District","=""0360011""","Employee Benefits","$165,135"
"Deep River School District","=""0360011""","Purchased Services Other Than Transportation","$9,446"
"Deep River School District","=""0360011""","Special Education Tuition","$23,511"
"Deep River School District","=""0360011""","Supplies","$3,303"
"Deep River School District","=""0360011""","Property Services","$77"
"Deep River School District","=""0360011""","Purchased Services For Transportation","$42,682"
"Deep River School District","=""0360011""","Equipment","$600"
"Deep River School District","=""0360011""","All Other Expenditures","$0"
"Deep River School District","=""0360011""","Total","$837,325"
"Derby School District","=""0370011""","Teacher Salaries","$1,047,451"
"Derby School District","=""0370011""","Instructional Aide Salaries","$976,776"
"Derby School District","=""0370011""","Other Salaries","$567,905"
"Derby School District","=""0370011""","Employee Benefits","$576,997"
"Derby School District","=""0370011""","Purchased Services Other Than Transportation","$383,821"
"Derby School District","=""0370011""","Special Education Tuition","$2,768,255"
"Derby School District","=""0370011""","Supplies","$11,966"
"Derby School District","=""0370011""","Property Services","$0"
"Derby School District","=""0370011""","Purchased Services For Transportation","$289,591"
"Derby School District","=""0370011""","Equipment","$7,276"
"Derby School District","=""0370011""","All Other Expenditures","$636"
"Derby School District","=""0370011""","Total","$6,630,674"
"East Granby School District","=""0400011""","Teacher Salaries","$961,441"
"East Granby School District","=""0400011""","Instructional Aide Salaries","$972,683"
"East Granby School District","=""0400011""","Other Salaries","$288,158"
"East Granby School District","=""0400011""","Employee Benefits","$355,625"
"East Granby School District","=""0400011""","Purchased Services Other Than Transportation","$381,320"
"East Granby School District","=""0400011""","Special Education Tuition","$754,802"
"East Granby School District","=""0400011""","Supplies","$24,140"
"East Granby School District","=""0400011""","Property Services","$1,903"
"East Granby School District","=""0400011""","Purchased Services For Transportation","$289,227"
"East Granby School District","=""0400011""","Equipment","$3,932"
"East Granby School District","=""0400011""","All Other Expenditures","$0"
"East Granby School District","=""0400011""","Total","$4,033,231"
"East Haddam School District","=""0410011""","Teacher Salaries","$1,534,979"
"East Haddam School District","=""0410011""","Instructional Aide Salaries","$696,519"
"East Haddam School District","=""0410011""","Other Salaries","$201,277"
"East Haddam School District","=""0410011""","Employee Benefits","$571,256"
"East Haddam School District","=""0410011""","Purchased Services Other Than Transportation","$253,245"
"East Haddam School District","=""0410011""","Special Education Tuition","$1,094,350"
"East Haddam School District","=""0410011""","Supplies","$52,280"
"East Haddam School District","=""0410011""","Property Services","$53,918"
"East Haddam School District","=""0410011""","Purchased Services For Transportation","$299,975"
"East Haddam School District","=""0410011""","Equipment","$1,502"
"East Haddam School District","=""0410011""","All Other Expenditures","$1,404"
"East Haddam School District","=""0410011""","Total","$4,760,704"
"East Hampton School District","=""0420011""","Teacher Salaries","$3,402,848"
"East Hampton School District","=""0420011""","Instructional Aide Salaries","$1,554,784"
"East Hampton School District","=""0420011""","Other Salaries","$316,739"
"East Hampton School District","=""0420011""","Employee Benefits","$1,497,602"
"East Hampton School District","=""0420011""","Purchased Services Other Than Transportation","$783,890"
"East Hampton School District","=""0420011""","Special Education Tuition","$863,453"
"East Hampton School District","=""0420011""","Supplies","$108,533"
"East Hampton School District","=""0420011""","Property Services","$10,160"
"East Hampton School District","=""0420011""","Purchased Services For Transportation","$402,162"
"East Hampton School District","=""0420011""","Equipment","$0"
"East Hampton School District","=""0420011""","All Other Expenditures","$1,195"
"East Hampton School District","=""0420011""","Total","$8,941,367"
"East Hartford School District","=""0430011""","Teacher Salaries","$10,969,089"
"East Hartford School District","=""0430011""","Instructional Aide Salaries","$3,075,667"
"East Hartford School District","=""0430011""","Other Salaries","$3,880,698"
"East Hartford School District","=""0430011""","Employee Benefits","$3,071,560"
"East Hartford School District","=""0430011""","Purchased Services Other Than Transportation","$637,958"
"East Hartford School District","=""0430011""","Special Education Tuition","$6,853,362"
"East Hartford School District","=""0430011""","Supplies","$221,982"
"East Hartford School District","=""0430011""","Property Services","$2,700"
"East Hartford School District","=""0430011""","Purchased Services For Transportation","$1,865,784"
"East Hartford School District","=""0430011""","Equipment","$44,279"
"East Hartford School District","=""0430011""","All Other Expenditures","$160,230"
"East Hartford School District","=""0430011""","Total","$30,783,309"
