"Special Education Expenditures, 2019-20"
"All Districts"

"District","District Code","Description","Amount"
"Cornwall School District","=""0310011""","Employee Benefits","$83,562"
"Cornwall School District","=""0310011""","Purchased Services Other Than Transportation","$11,375"
"Cornwall School District","=""0310011""","Special Education Tuition","$0"
"Cornwall School District","=""0310011""","Supplies","$1,290"
"Cornwall School District","=""0310011""","Property Services","$0"
"Cornwall School District","=""0310011""","Purchased Services For Transportation","$14,158"
"Cornwall School District","=""0310011""","Equipment","$50"
"Cornwall School District","=""0310011""","All Other Expenditures","$0"
"Cornwall School District","=""0310011""","Total","$392,230"
"Coventry School District","=""0320011""","Teacher Salaries","$1,948,588"
"Coventry School District","=""0320011""","Instructional Aide Salaries","$838,900"
"Coventry School District","=""0320011""","Other Salaries","$1,329,332"
"Coventry School District","=""0320011""","Employee Benefits","$543,166"
"Coventry School District","=""0320011""","Purchased Services Other Than Transportation","$260,274"
"Coventry School District","=""0320011""","Special Education Tuition","$944,285"
"Coventry School District","=""0320011""","Supplies","$57,069"
"Coventry School District","=""0320011""","Property Services","$0"
"Coventry School District","=""0320011""","Purchased Services For Transportation","$499,594"
"Coventry School District","=""0320011""","Equipment","$7,573"
"Coventry School District","=""0320011""","All Other Expenditures","$4,746"
"Coventry School District","=""0320011""","Total","$6,433,527"
"Cromwell School District","=""0330011""","Teacher Salaries","$2,196,606"
"Cromwell School District","=""0330011""","Instructional Aide Salaries","$1,028,234"
"Cromwell School District","=""0330011""","Other Salaries","$203,965"
"Cromwell School District","=""0330011""","Employee Benefits","$1,058,557"
"Cromwell School District","=""0330011""","Purchased Services Other Than Transportation","$258,107"
"Cromwell School District","=""0330011""","Special Education Tuition","$2,207,887"
"Cromwell School District","=""0330011""","Supplies","$41,501"
"Cromwell School District","=""0330011""","Property Services","$0"
"Cromwell School District","=""0330011""","Purchased Services For Transportation","$480,351"
"Cromwell School District","=""0330011""","Equipment","$2,112"
"Cromwell School District","=""0330011""","All Other Expenditures","$259"
"Cromwell School District","=""0330011""","Total","$7,477,579"
"Danbury School District","=""0340011""","Teacher Salaries","$14,150,226"
"Danbury School District","=""0340011""","Instructional Aide Salaries","$5,392,518"
"Danbury School District","=""0340011""","Other Salaries","$2,086,996"
"Danbury School District","=""0340011""","Employee Benefits","$4,103,186"
"Danbury School District","=""0340011""","Purchased Services Other Than Transportation","$241,626"
"Danbury School District","=""0340011""","Special Education Tuition","$3,573,902"
"Danbury School District","=""0340011""","Supplies","$179,369"
"Danbury School District","=""0340011""","Property Services","$49,800"
"Danbury School District","=""0340011""","Purchased Services For Transportation","$2,964,534"
"Danbury School District","=""0340011""","Equipment","$243,916"
"Danbury School District","=""0340011""","All Other Expenditures","$0"
"Danbury School District","=""0340011""","Total","$32,986,074"
"Darien School District","=""0350011""","Teacher Salaries","$6,217,117"
"Darien School District","=""0350011""","Instructional Aide Salaries","$3,777,971"
"Darien School District","=""0350011""","Other Salaries","$5,468,574"
"Darien School District","=""0350011""","Employee Benefits","$3,777,203"
"Darien School District","=""0350011""","Purchased Services Other Than Transportation","$3,318,411"
"Darien School District","=""0350011""","Special Education Tuition","$6,948,694"
"Darien School District","=""0350011""","Supplies","$106,151"
"Darien School District","=""0350011""","Property Services","$0"
"Darien School District","=""0350011""","Purchased Services For Transportation","$1,258,140"
"Darien School District","=""0350011""","Equipment","$20,537"
"Darien School District","=""0350011""","All Other Expenditures","$0"
"Darien School District","=""0350011""","Total","$30,892,797"
"Deep River School District","=""0360011""","Teacher Salaries","$261,030"
"Deep River School District","=""0360011""","Instructional Aide Salaries","$224,396"
"Deep River School District","=""0360011""","Other Salaries","$86,380"
"Deep River School District","=""0360011""","Employee Benefits","$80,400"
"Deep River School District","=""0360011""","Purchased Services Other Than Transportation","$0"
"Deep River School District","=""0360011""","Special Education Tuition","$49,352"
"Deep River School District","=""0360011""","Supplies","$9,471"
"Deep River School District","=""0360011""","Property Services","$520"
"Deep River School District","=""0360011""","Purchased Services For Transportation","$0"
"Deep River School District","=""0360011""","Equipment","$182"
"Deep River School District","=""0360011""","All Other Expenditures","$0"
"Deep River School District","=""0360011""","Total","$711,731"
"Derby School District","=""0370011""","Teacher Salaries","$1,012,577"
"Derby School District","=""0370011""","Instructional Aide Salaries","$1,004,586"
"Derby School District","=""0370011""","Other Salaries","$417,501"
"Derby School District","=""0370011""","Employee Benefits","$582,940"
"Derby School District","=""0370011""","Purchased Services Other Than Transportation","$282,438"
"Derby School District","=""0370011""","Special Education Tuition","$3,126,018"
"Derby School District","=""0370011""","Supplies","$22,982"
"Derby School District","=""0370011""","Property Services","$0"
"Derby School District","=""0370011""","Purchased Services For Transportation","$426,436"
"Derby School District","=""0370011""","Equipment","$2,130"
"Derby School District","=""0370011""","All Other Expenditures","$466"
"Derby School District","=""0370011""","Total","$6,878,074"
"East Granby School District","=""0400011""","Teacher Salaries","$1,084,794"
"East Granby School District","=""0400011""","Instructional Aide Salaries","$637,745"
"East Granby School District","=""0400011""","Other Salaries","$297,167"
"East Granby School District","=""0400011""","Employee Benefits","$325,000"
"East Granby School District","=""0400011""","Purchased Services Other Than Transportation","$-399"
"East Granby School District","=""0400011""","Special Education Tuition","$709,399"
"East Granby School District","=""0400011""","Supplies","$33,944"
"East Granby School District","=""0400011""","Property Services","$2,578"
"East Granby School District","=""0400011""","Purchased Services For Transportation","$409,793"
"East Granby School District","=""0400011""","Equipment","$644"
"East Granby School District","=""0400011""","All Other Expenditures","$0"
"East Granby School District","=""0400011""","Total","$3,500,665"
"East Haddam School District","=""0410011""","Teacher Salaries","$1,670,444"
"East Haddam School District","=""0410011""","Instructional Aide Salaries","$726,634"
"East Haddam School District","=""0410011""","Other Salaries","$200,507"
"East Haddam School District","=""0410011""","Employee Benefits","$591,483"
"East Haddam School District","=""0410011""","Purchased Services Other Than Transportation","$428,665"
"East Haddam School District","=""0410011""","Special Education Tuition","$699,495"
"East Haddam School District","=""0410011""","Supplies","$63,093"
"East Haddam School District","=""0410011""","Property Services","$2,700"
"East Haddam School District","=""0410011""","Purchased Services For Transportation","$291,273"
"East Haddam School District","=""0410011""","Equipment","$3,988"
"East Haddam School District","=""0410011""","All Other Expenditures","$1,257"
"East Haddam School District","=""0410011""","Total","$4,679,540"
"East Hampton School District","=""0420011""","Teacher Salaries","$3,011,661"
"East Hampton School District","=""0420011""","Instructional Aide Salaries","$1,509,972"
"East Hampton School District","=""0420011""","Other Salaries","$342,191"
"East Hampton School District","=""0420011""","Employee Benefits","$1,742,907"
"East Hampton School District","=""0420011""","Purchased Services Other Than Transportation","$696,548"
"East Hampton School District","=""0420011""","Special Education Tuition","$1,005,326"
"East Hampton School District","=""0420011""","Supplies","$66,525"
"East Hampton School District","=""0420011""","Property Services","$10,088"
"East Hampton School District","=""0420011""","Purchased Services For Transportation","$442,935"
"East Hampton School District","=""0420011""","Equipment","$0"
"East Hampton School District","=""0420011""","All Other Expenditures","$770"
"East Hampton School District","=""0420011""","Total","$8,828,923"
"East Hartford School District","=""0430011""","Teacher Salaries","$10,741,232"
"East Hartford School District","=""0430011""","Instructional Aide Salaries","$3,094,814"
"East Hartford School District","=""0430011""","Other Salaries","$4,011,786"
"East Hartford School District","=""0430011""","Employee Benefits","$2,718,167"
"East Hartford School District","=""0430011""","Purchased Services Other Than Transportation","$405,361"
"East Hartford School District","=""0430011""","Special Education Tuition","$5,977,954"
"East Hartford School District","=""0430011""","Supplies","$275,955"
"East Hartford School District","=""0430011""","Property Services","$2,700"
"East Hartford School District","=""0430011""","Purchased Services For Transportation","$2,103,569"
"East Hartford School District","=""0430011""","Equipment","$50,828"
"East Hartford School District","=""0430011""","All Other Expenditures","$200"
"East Hartford School District","=""0430011""","Total","$29,382,567"
"East Haven School District","=""0440011""","Teacher Salaries","$3,205,027"
